price,location,area,property_age,bedrooms,bathrooms,furnishing,parking,air_conditioning,main_road
21216757,Thane,1022,9,3,3,Fully Furnished,0,Yes,No
3166592,Nashik,478,28,4,2,Unfurnished,0,Yes,Yes
6084156,Kolhapur,961,16,1,3,Semi-Furnished,1,Yes,Yes
8009067,Aurangabad,1227,20,4,3,Semi-Furnished,2,Yes,Yes
13550976,Nagpur,2360,25,2,1,Unfurnished,1,Yes,No
39707074,Thane,2205,26,1,1,Semi-Furnished,0,Yes,No
6010750,Pune,584,33,1,2,Unfurnished,1,Yes,Yes
8290892,Nashik,1361,30,2,2,Fully Furnished,0,No,No
13991480,Kolhapur,2797,28,4,1,Semi-Furnished,2,Yes,Yes
9261545,Nashik,1448,25,1,3,Fully Furnished,0,Yes,Yes
78727063,Mumbai,2996,11,4,1,Unfurnished,1,No,Yes
13760830,Nagpur,2085,22,2,3,Fully Furnished,2,No,No
24044277,Thane,1261,3,2,1,Semi-Furnished,1,No,Yes
5087484,Solapur,689,16,4,3,Fully Furnished,1,Yes,Yes
15122718,Nagpur,2609,12,4,3,Unfurnished,0,No,Yes
8932980,Aurangabad,1540,3,1,1,Semi-Furnished,1,Yes,No
40816263,Thane,2393,26,4,2,Semi-Furnished,2,Yes,Yes
3744979,Nashik,561,20,3,3,Unfurnished,0,No,No
11444027,Solapur,2209,3,1,3,Semi-Furnished,0,No,Yes
7101465,Kolhapur,1351,26,1,2,Semi-Furnished,2,No,Yes
40871951,Thane,2240,18,1,2,Semi-Furnished,0,No,No
8674313,Kolhapur,1212,0,4,1,Fully Furnished,0,Yes,Yes
16438702,Nagpur,2902,15,1,1,Fully Furnished,1,Yes,Yes
7530398,Aurangabad,1489,22,1,1,Fully Furnished,1,Yes,No
38014863,Pune,2810,7,1,3,Unfurnished,2,No,No
48729949,Thane,2721,14,4,3,Unfurnished,0,No,Yes
11999492,Solapur,2810,33,1,3,Fully Furnished,2,Yes,No
32916230,Pune,2857,12,2,3,Unfurnished,0,No,No
5866477,Nashik,1019,23,1,1,Unfurnished,0,No,Yes
8444158,Nagpur,1275,16,1,1,Fully Furnished,1,Yes,Yes
3534824,Nashik,470,32,3,3,Unfurnished,2,Yes,Yes
12108141,Kolhapur,2643,27,1,1,Semi-Furnished,1,No,Yes
17410100,Nagpur,2918,3,2,1,Semi-Furnished,1,No,No
5022852,Solapur,684,5,4,3,Unfurnished,2,No,Yes
36716014,Thane,1702,7,3,2,Unfurnished,2,No,Yes
15424614,Nagpur,2660,26,3,1,Unfurnished,2,No,Yes
10429977,Thane,582,25,1,1,Unfurnished,2,Yes,No
21280638,Thane,1126,17,2,2,Fully Furnished,1,Yes,Yes
11615207,Solapur,2849,29,2,2,Unfurnished,1,No,No
73538050,Mumbai,2493,24,2,1,Semi-Furnished,1,Yes,Yes
9972092,Solapur,2037,19,3,3,Semi-Furnished,2,Yes,Yes
14169777,Kolhapur,2766,31,4,3,Unfurnished,0,Yes,No
19284692,Nashik,2825,17,4,3,Unfurnished,0,Yes,No
9447586,Pune,775,0,1,1,Unfurnished,0,Yes,Yes
4525810,Aurangabad,849,32,2,1,Unfurnished,2,Yes,Yes
4730837,Nagpur,547,24,4,3,Semi-Furnished,2,No,Yes
22651462,Mumbai,842,14,1,1,Semi-Furnished,0,No,Yes
34660595,Pune,2968,32,3,1,Unfurnished,0,No,No
12398515,Nagpur,2225,23,3,1,Fully Furnished,2,No,No
22936395,Thane,1184,2,1,1,Semi-Furnished,2,Yes,Yes
39558621,Thane,1899,10,3,2,Fully Furnished,2,Yes,Yes
11690189,Nashik,1858,29,3,2,Fully Furnished,1,Yes,Yes
48829086,Thane,2651,10,1,1,Unfurnished,0,No,Yes
73972566,Mumbai,2534,3,1,1,Fully Furnished,1,Yes,Yes
7194806,Aurangabad,1389,13,1,2,Semi-Furnished,2,Yes,No
4995673,Pune,434,31,1,1,Fully Furnished,2,Yes,No
4660862,Kolhapur,668,4,2,3,Fully Furnished,1,No,No
12067855,Nashik,1789,11,2,2,Unfurnished,2,Yes,Yes
10557021,Pune,880,19,1,1,Unfurnished,2,Yes,Yes
14392198,Aurangabad,2917,15,2,1,Unfurnished,1,No,No
12236178,Aurangabad,1988,3,2,3,Fully Furnished,1,No,Yes
51282798,Mumbai,1775,11,3,2,Semi-Furnished,2,No,No
50268296,Thane,2772,22,1,3,Semi-Furnished,0,No,No
10647722,Aurangabad,2023,23,4,3,Fully Furnished,0,No,Yes
10921641,Solapur,1988,1,2,1,Semi-Furnished,2,No,Yes
5261891,Nashik,794,5,1,2,Fully Furnished,0,No,No
11440332,Pune,1068,27,1,1,Semi-Furnished,0,Yes,Yes
9588228,Nagpur,1323,2,3,2,Fully Furnished,0,No,No
16972553,Nagpur,2454,4,4,3,Fully Furnished,2,Yes,Yes
25109279,Thane,1320,19,4,2,Unfurnished,2,Yes,Yes
11098492,Solapur,2386,14,1,1,Fully Furnished,1,Yes,No
12828706,Kolhapur,2174,4,2,2,Fully Furnished,2,Yes,Yes
8193900,Kolhapur,1410,0,1,3,Semi-Furnished,1,Yes,No
16795995,Nashik,2495,8,1,1,Fully Furnished,2,No,Yes
4128118,Nashik,572,13,2,2,Unfurnished,1,No,No
9294746,Kolhapur,2062,10,1,1,Semi-Furnished,1,No,No
4903704,Kolhapur,1170,31,2,2,Semi-Furnished,2,No,No
2892658,Nashik,558,23,1,2,Unfurnished,0,Yes,No
6915241,Nagpur,1339,26,3,1,Unfurnished,1,No,Yes
15256730,Aurangabad,2514,1,2,3,Semi-Furnished,2,Yes,Yes
33420972,Thane,1713,31,4,1,Unfurnished,2,No,No
13140688,Pune,954,2,4,1,Semi-Furnished,0,No,Yes
11112123,Nashik,1497,17,1,3,Fully Furnished,2,Yes,Yes
15067822,Kolhapur,2904,10,2,3,Unfurnished,0,No,No
8193409,Nagpur,1395,21,2,3,Semi-Furnished,1,No,Yes
42566253,Mumbai,1538,17,3,1,Unfurnished,2,No,Yes
8117932,Solapur,1938,6,2,2,Unfurnished,0,No,No
30655085,Thane,1650,8,3,2,Fully Furnished,0,No,Yes
7564171,Aurangabad,1463,16,2,2,Semi-Furnished,2,No,Yes
50791345,Thane,2705,27,3,1,Fully Furnished,2,No,No
26858508,Thane,1584,9,1,1,Fully Furnished,0,No,Yes
63187952,Mumbai,2242,34,1,2,Unfurnished,1,No,Yes
13910115,Nagpur,2372,24,3,1,Semi-Furnished,2,Yes,No
9251209,Pune,622,17,4,1,Semi-Furnished,1,Yes,Yes
14238130,Aurangabad,2704,14,2,2,Semi-Furnished,1,Yes,Yes
9006443,Pune,740,31,2,1,Semi-Furnished,1,Yes,No
3891873,Solapur,499,6,3,2,Unfurnished,1,No,Yes
64080556,Mumbai,2237,10,3,2,Semi-Furnished,1,Yes,Yes
14786432,Nagpur,2637,23,1,3,Unfurnished,1,Yes,Yes
11060079,Kolhapur,2116,33,4,2,Fully Furnished,1,No,Yes
8353422,Pune,584,7,2,2,Fully Furnished,0,No,Yes
14656578,Aurangabad,2748,2,1,2,Semi-Furnished,0,Yes,Yes
25927360,Mumbai,793,20,4,2,Fully Furnished,0,Yes,No
4634570,Nagpur,719,8,1,1,Semi-Furnished,1,Yes,No
65483932,Mumbai,2167,6,1,3,Semi-Furnished,2,Yes,Yes
13454941,Nagpur,2142,17,2,3,Semi-Furnished,1,No,No
33156373,Pune,2969,32,2,2,Fully Furnished,2,Yes,No
10013037,Thane,460,15,4,1,Fully Furnished,1,No,Yes
14918391,Nagpur,2580,25,4,1,Semi-Furnished,2,Yes,No
16811126,Nashik,2318,0,3,3,Semi-Furnished,2,Yes,Yes
31336011,Thane,1811,21,1,2,Semi-Furnished,2,Yes,Yes
10975194,Nashik,1490,28,3,1,Fully Furnished,2,Yes,Yes
10126191,Nagpur,1968,22,3,1,Unfurnished,0,Yes,No
37269433,Pune,2981,11,1,1,Semi-Furnished,1,Yes,No
13847042,Nashik,2263,30,4,1,Unfurnished,0,No,No
23508851,Pune,2071,28,4,1,Unfurnished,0,No,Yes
39102666,Thane,2091,22,1,1,Fully Furnished,0,No,Yes
16747665,Nashik,2454,2,2,2,Unfurnished,2,No,No
10734594,Aurangabad,2520,25,2,1,Unfurnished,0,No,No
6194068,Nashik,990,17,1,2,Unfurnished,0,No,Yes
30577657,Thane,1607,7,3,1,Unfurnished,0,No,No
54810769,Mumbai,1976,24,4,1,Unfurnished,2,No,Yes
30261763,Pune,2547,24,1,2,Unfurnished,0,Yes,No
17424653,Nashik,2741,1,1,1,Unfurnished,1,Yes,Yes
5399594,Kolhapur,883,15,4,2,Unfurnished,0,Yes,Yes
4487269,Solapur,822,2,1,3,Semi-Furnished,0,No,No
5932756,Aurangabad,1232,29,3,1,Semi-Furnished,0,Yes,Yes
18551059,Nashik,2813,24,4,3,Semi-Furnished,0,Yes,No
34450499,Thane,1924,34,3,2,Fully Furnished,2,Yes,No
13829585,Nashik,2000,17,1,2,Unfurnished,2,Yes,Yes
29731016,Thane,1745,21,1,2,Semi-Furnished,1,No,No
42687254,Thane,2183,6,2,1,Fully Furnished,0,No,No
18328292,Nashik,2815,14,3,2,Semi-Furnished,2,Yes,Yes
12071582,Solapur,2707,5,4,2,Unfurnished,0,Yes,No
42031478,Thane,2605,34,2,2,Semi-Furnished,0,Yes,No
6741577,Nagpur,1145,25,2,3,Fully Furnished,2,No,Yes
8737800,Pune,672,18,3,2,Unfurnished,0,No,Yes
9967334,Aurangabad,1950,33,3,3,Unfurnished,2,No,No
27958533,Thane,1507,31,4,1,Semi-Furnished,0,No,No
3041399,Solapur,505,29,3,2,Semi-Furnished,1,Yes,Yes
15893667,Kolhapur,2847,2,3,1,Fully Furnished,2,No,Yes
9420540,Pune,677,31,4,3,Semi-Furnished,1,Yes,Yes
11901657,Solapur,2466,17,4,3,Unfurnished,1,Yes,No
9678590,Thane,574,32,2,2,Fully Furnished,2,No,No
3101578,Solapur,747,33,1,3,Fully Furnished,2,No,No
65223159,Mumbai,2384,32,1,3,Fully Furnished,2,No,No
4080988,Kolhapur,756,10,1,1,Fully Furnished,0,No,No
6399611,Nashik,942,18,4,2,Semi-Furnished,1,Yes,No
46348233,Mumbai,1561,29,1,2,Unfurnished,2,Yes,Yes
24887723,Thane,1550,33,1,3,Unfurnished,0,No,No
30601008,Mumbai,1144,26,1,3,Fully Furnished,0,Yes,Yes
14115280,Nashik,2414,34,2,2,Unfurnished,1,Yes,No
7317054,Nashik,1264,33,1,3,Unfurnished,1,Yes,Yes
10385427,Solapur,2385,27,4,1,Fully Furnished,0,Yes,No
12172293,Pune,939,25,4,1,Fully Furnished,2,No,No
30402270,Thane,1615,16,1,3,Unfurnished,0,Yes,Yes
32589216,Pune,2830,16,2,2,Semi-Furnished,2,No,Yes
10161572,Nagpur,1459,4,3,3,Unfurnished,2,No,No
28887104,Thane,1530,11,3,1,Fully Furnished,2,No,Yes
2786415,Kolhapur,462,33,4,2,Fully Furnished,0,No,Yes
2241303,Kolhapur,448,28,2,1,Semi-Furnished,0,Yes,Yes
15451291,Nashik,2383,32,3,2,Fully Furnished,1,Yes,Yes
10816539,Kolhapur,2100,22,4,1,Semi-Furnished,1,No,No
19112664,Nashik,2902,19,2,1,Fully Furnished,0,Yes,Yes
18572039,Nashik,2878,14,4,3,Fully Furnished,1,Yes,Yes
16396051,Nagpur,2825,12,4,3,Semi-Furnished,0,Yes,No
1701527,Aurangabad,415,27,1,2,Semi-Furnished,0,No,Yes
36679504,Mumbai,1459,21,3,2,Unfurnished,0,Yes,Yes
18775981,Thane,1007,32,3,2,Unfurnished,2,Yes,No
14656854,Nashik,2028,4,3,3,Semi-Furnished,2,Yes,No
10349380,Aurangabad,1863,34,3,2,Semi-Furnished,1,No,Yes
25494729,Thane,1424,11,3,3,Semi-Furnished,2,Yes,No
13993594,Pune,1064,28,2,3,Fully Furnished,2,No,No
10272833,Aurangabad,2067,14,1,1,Unfurnished,1,Yes,Yes
13564829,Kolhapur,2846,21,3,2,Semi-Furnished,1,No,No
8865872,Thane,454,25,2,3,Unfurnished,0,Yes,Yes
5787856,Kolhapur,1164,19,1,2,Unfurnished,1,Yes,Yes
47009807,Mumbai,1699,19,2,1,Unfurnished,0,Yes,Yes
9852154,Kolhapur,1988,11,2,3,Unfurnished,0,No,Yes
10674821,Kolhapur,1773,23,3,3,Fully Furnished,2,No,Yes
14422302,Kolhapur,2696,10,3,1,Semi-Furnished,1,Yes,No
18636338,Pune,1392,13,2,1,Unfurnished,2,Yes,Yes
20704900,Thane,1162,17,1,3,Unfurnished,2,Yes,No
14151663,Aurangabad,2777,12,3,2,Semi-Furnished,0,Yes,No
7313769,Nashik,1084,14,1,3,Fully Furnished,0,Yes,No
9261588,Solapur,2223,25,2,2,Fully Furnished,0,Yes,No
6768593,Solapur,1692,24,1,1,Unfurnished,0,Yes,No
12641983,Kolhapur,2263,20,4,1,Semi-Furnished,2,Yes,Yes
11637394,Kolhapur,2318,25,1,3,Unfurnished,1,Yes,No
18910414,Thane,922,18,3,2,Unfurnished,1,Yes,No
8151922,Nashik,949,0,1,3,Fully Furnished,2,No,Yes
14135345,Thane,685,4,2,2,Unfurnished,0,Yes,No
8698945,Solapur,1845,7,2,2,Semi-Furnished,2,Yes,No
4673222,Nashik,730,26,1,1,Semi-Furnished,2,Yes,Yes
26456147,Pune,1988,8,3,1,Unfurnished,2,Yes,Yes
51215239,Thane,2690,7,4,1,Semi-Furnished,1,No,No
5607827,Nagpur,1031,28,3,1,Fully Furnished,2,No,No
11066170,Kolhapur,2089,17,2,2,Semi-Furnished,0,No,No
2919777,Kolhapur,511,32,2,3,Fully Furnished,2,Yes,Yes
14200005,Nashik,2291,8,4,2,Semi-Furnished,2,Yes,No
18461607,Thane,1056,19,1,1,Unfurnished,1,No,Yes
11748753,Nashik,1554,7,4,2,Fully Furnished,1,Yes,No
13497386,Nashik,2073,0,1,1,Unfurnished,0,Yes,No
15202666,Nashik,2427,8,2,2,Semi-Furnished,2,Yes,No
12816613,Solapur,2446,0,1,2,Fully Furnished,0,No,Yes
18635527,Pune,1495,31,2,3,Fully Furnished,0,No,Yes
15617279,Mumbai,483,29,4,3,Fully Furnished,1,Yes,Yes
83544213,Mumbai,2852,1,1,1,Fully Furnished,0,Yes,No
17187852,Nagpur,2973,20,1,1,Fully Furnished,1,Yes,No
13003372,Nagpur,2345,32,4,1,Fully Furnished,2,No,Yes
11650221,Nagpur,2098,24,4,3,Fully Furnished,0,Yes,No
15332694,Kolhapur,2818,7,3,2,Fully Furnished,0,No,Yes
21899726,Thane,1135,21,3,1,Fully Furnished,1,No,Yes
42574922,Thane,2297,30,4,1,Unfurnished,0,Yes,No
42593193,Thane,2097,3,4,3,Fully Furnished,1,No,No
6121813,Aurangabad,1159,34,2,1,Fully Furnished,2,No,Yes
11775191,Solapur,2846,16,1,2,Semi-Furnished,1,Yes,No
73686770,Mumbai,2557,21,3,3,Unfurnished,1,No,No
14661996,Nashik,2165,8,4,1,Fully Furnished,1,Yes,No
7559052,Nagpur,1123,27,4,2,Fully Furnished,2,Yes,Yes
53053158,Thane,2975,7,3,2,Semi-Furnished,0,Yes,No
9053676,Thane,449,27,3,3,Unfurnished,1,Yes,Yes
13474227,Pune,975,13,2,3,Semi-Furnished,2,Yes,No
30276475,Thane,1504,28,3,3,Semi-Furnished,0,No,Yes
10761532,Aurangabad,1915,11,3,2,Fully Furnished,0,Yes,Yes
16746360,Nashik,2687,30,1,1,Fully Furnished,2,Yes,Yes
24552487,Pune,2052,16,3,2,Unfurnished,1,Yes,Yes
20443833,Mumbai,754,33,3,3,Semi-Furnished,0,Yes,No
35061237,Thane,1745,1,4,3,Semi-Furnished,2,No,No
16781151,Nagpur,2682,5,3,3,Fully Furnished,1,No,No
13097815,Nagpur,2316,16,1,2,Semi-Furnished,1,No,Yes
26050203,Thane,1365,14,4,1,Fully Furnished,2,Yes,No
7878668,Pune,616,34,3,1,Unfurnished,2,Yes,Yes
17568644,Nashik,2755,28,2,2,Semi-Furnished,1,Yes,Yes
15559731,Nagpur,2807,28,1,1,Unfurnished,0,Yes,No
15203568,Thane,743,6,3,1,Semi-Furnished,0,No,Yes
12234908,Solapur,2518,2,1,3,Fully Furnished,0,Yes,Yes
14266805,Nashik,1900,4,2,2,Fully Furnished,1,Yes,Yes
5738710,Aurangabad,1062,25,3,1,Semi-Furnished,1,Yes,No
21832115,Mumbai,798,13,1,3,Fully Furnished,2,No,Yes
5711151,Solapur,994,5,2,2,Unfurnished,0,Yes,Yes
12242197,Nashik,1876,12,3,1,Semi-Furnished,2,Yes,No
11463633,Nagpur,2064,26,1,3,Fully Furnished,2,Yes,Yes
42916499,Mumbai,1520,13,4,1,Fully Furnished,0,Yes,Yes
15264221,Nagpur,2633,22,4,2,Unfurnished,2,Yes,Yes
12350144,Kolhapur,2501,22,3,2,Unfurnished,2,Yes,Yes
8852445,Nagpur,1376,2,1,1,Unfurnished,2,Yes,No
57570511,Mumbai,2309,16,4,3,Semi-Furnished,1,Yes,Yes
23213003,Pune,1822,21,4,2,Unfurnished,1,Yes,No
9149897,Nashik,1353,18,3,1,Semi-Furnished,1,No,No
14064867,Nashik,2030,27,4,3,Fully Furnished,2,Yes,Yes
36899072,Thane,1932,9,4,2,Semi-Furnished,0,Yes,Yes
11189483,Kolhapur,1890,7,1,3,Unfurnished,0,Yes,No
11217270,Solapur,2698,27,3,3,Semi-Furnished,0,Yes,Yes
8946119,Pune,658,5,3,3,Unfurnished,2,Yes,No
11542279,Nagpur,1901,17,3,1,Fully Furnished,1,No,No
36291523,Thane,1996,26,1,2,Fully Furnished,0,Yes,No
11789412,Solapur,2478,26,3,3,Fully Furnished,0,No,No
10009889,Nashik,1520,27,1,2,Fully Furnished,2,No,No
4726932,Kolhapur,800,15,3,2,Semi-Furnished,1,Yes,No
15641124,Nashik,2813,27,1,3,Semi-Furnished,0,Yes,No
18511992,Pune,1511,16,2,3,Fully Furnished,2,Yes,No
8755257,Nagpur,1881,27,2,3,Unfurnished,1,No,No
15995006,Nagpur,2691,2,2,1,Fully Furnished,2,No,No
24530753,Thane,1347,14,2,1,Semi-Furnished,2,No,No
13587426,Nashik,1960,25,4,2,Fully Furnished,1,Yes,Yes
44081177,Mumbai,1603,9,1,1,Fully Furnished,1,Yes,No
12745174,Pune,949,28,2,3,Semi-Furnished,2,Yes,Yes
76246122,Mumbai,2949,1,1,2,Fully Furnished,1,No,Yes
29089217,Mumbai,1058,26,4,3,Unfurnished,0,Yes,Yes
30530882,Pune,2536,30,2,3,Fully Furnished,1,Yes,No
6620748,Nashik,837,7,4,2,Semi-Furnished,0,Yes,No
6258319,Nashik,885,11,4,1,Semi-Furnished,0,Yes,No
41744567,Thane,2296,33,3,1,Unfurnished,0,No,No
12453134,Aurangabad,2012,12,4,3,Fully Furnished,1,No,Yes
11613538,Nashik,1664,25,3,3,Semi-Furnished,2,No,Yes
4982848,Aurangabad,806,14,4,2,Unfurnished,0,Yes,No
9118008,Nashik,1426,0,2,1,Fully Furnished,0,No,No
15534198,Nagpur,2924,31,2,1,Unfurnished,1,No,No
11772946,Kolhapur,2578,30,1,2,Semi-Furnished,1,Yes,Yes
6540930,Kolhapur,1122,24,4,3,Unfurnished,2,No,Yes
4748089,Kolhapur,1074,26,2,2,Unfurnished,1,No,No
10834718,Solapur,2445,32,2,3,Fully Furnished,0,Yes,Yes
6983417,Solapur,1683,31,4,1,Semi-Furnished,0,No,No
5347347,Solapur,758,2,4,2,Semi-Furnished,1,No,Yes
5341034,Aurangabad,677,10,4,3,Semi-Furnished,0,Yes,Yes
3216970,Solapur,791,31,1,3,Fully Furnished,0,No,Yes
48130149,Thane,2429,21,3,3,Fully Furnished,2,Yes,Yes
3642141,Solapur,803,30,4,1,Unfurnished,1,No,Yes
4741342,Nashik,675,21,2,3,Unfurnished,2,No,No
6837138,Solapur,1505,33,4,2,Fully Furnished,2,Yes,No
4221403,Aurangabad,528,8,4,2,Unfurnished,2,Yes,No
34231758,Pune,2802,17,4,1,Unfurnished,2,Yes,No
30928486,Pune,2371,7,1,2,Unfurnished,0,No,Yes
5945807,Aurangabad,987,14,3,1,Semi-Furnished,0,No,Yes
67842805,Mumbai,2372,2,2,1,Unfurnished,1,No,Yes
4540991,Nagpur,805,20,2,3,Unfurnished,0,No,Yes
15697518,Thane,860,25,4,1,Semi-Furnished,0,Yes,No
3286017,Aurangabad,670,30,3,2,Unfurnished,0,No,Yes
18785927,Pune,1664,30,4,2,Unfurnished,2,No,Yes
15989544,Nashik,2481,2,2,2,Semi-Furnished,1,No,Yes
14228961,Nagpur,2697,27,3,2,Fully Furnished,1,No,No
14958198,Thane,798,13,2,1,Unfurnished,2,No,No
6268107,Aurangabad,1301,27,1,3,Unfurnished,1,No,Yes
3816993,Aurangabad,733,26,4,1,Unfurnished,2,No,No
9270201,Kolhapur,2019,14,2,1,Semi-Furnished,0,No,Yes
6792108,Nagpur,943,0,1,2,Semi-Furnished,2,Yes,No
5020481,Kolhapur,637,9,4,1,Fully Furnished,0,Yes,Yes
10580387,Aurangabad,2073,34,4,3,Semi-Furnished,2,No,No
17731939,Thane,958,17,1,2,Unfurnished,2,Yes,No
11046609,Nashik,1569,11,4,3,Unfurnished,2,Yes,No
2163019,Solapur,561,30,2,1,Unfurnished,0,Yes,Yes
10672844,Kolhapur,2181,22,4,2,Semi-Furnished,0,No,No
8912748,Nagpur,1239,0,3,1,Fully Furnished,1,No,No
50874373,Thane,2646,26,4,2,Fully Furnished,2,Yes,No
3649425,Aurangabad,649,23,1,3,Unfurnished,2,No,No
93487918,Mumbai,2930,16,4,1,Fully Furnished,2,Yes,Yes
12585839,Aurangabad,2325,3,4,3,Fully Furnished,0,No,Yes
28295507,Thane,1535,25,2,3,Unfurnished,1,No,Yes
9166964,Nashik,1436,10,2,2,Fully Furnished,0,Yes,No
11051492,Kolhapur,2562,28,1,1,Unfurnished,1,No,No
7836220,Kolhapur,1500,21,1,2,Semi-Furnished,0,No,Yes
27545299,Pune,2176,4,4,2,Semi-Furnished,0,No,No
14459886,Nagpur,2485,13,2,3,Fully Furnished,2,No,No
21335012,Thane,1240,5,2,3,Unfurnished,0,Yes,Yes
10463250,Pune,692,0,1,3,Fully Furnished,2,Yes,No
10652793,Nashik,1641,18,3,3,Unfurnished,1,Yes,No
7490047,Solapur,1763,24,2,3,Semi-Furnished,0,No,No
11023874,Solapur,2488,5,4,2,Semi-Furnished,1,No,No
7329714,Kolhapur,1378,14,2,2,Unfurnished,0,Yes,Yes
9277957,Nagpur,1579,9,1,2,Unfurnished,1,Yes,No
14372543,Pune,979,11,4,3,Semi-Furnished,1,No,Yes
38789596,Thane,2086,33,4,2,Fully Furnished,1,No,No
15186360,Pune,1139,8,2,3,Semi-Furnished,0,No,Yes
10852610,Nagpur,1725,16,2,2,Semi-Furnished,1,No,Yes
3170335,Kolhapur,511,26,4,1,Unfurnished,2,Yes,No
12060715,Solapur,2839,31,4,3,Unfurnished,2,No,Yes
7625883,Aurangabad,1499,30,3,3,Unfurnished,0,Yes,Yes
15394340,Aurangabad,2711,7,2,3,Unfurnished,1,No,Yes
67366846,Mumbai,2194,28,3,3,Fully Furnished,1,Yes,No
8060506,Nashik,1213,17,2,2,Fully Furnished,0,No,Yes
9903479,Aurangabad,1810,9,3,3,Semi-Furnished,1,No,No
54187929,Mumbai,2059,28,1,2,Fully Furnished,1,Yes,Yes
7094916,Solapur,1501,7,1,2,Unfurnished,0,Yes,No
24618962,Thane,1191,0,3,3,Unfurnished,1,Yes,Yes
14549235,Kolhapur,2831,13,3,2,Unfurnished,1,Yes,No
53647851,Thane,2936,15,1,1,Fully Furnished,1,No,Yes
48217891,Mumbai,1735,3,2,2,Fully Furnished,1,No,Yes
14815388,Nagpur,2385,20,1,3,Fully Furnished,0,Yes,Yes
56785750,Mumbai,1939,25,1,2,Semi-Furnished,2,No,Yes
8239839,Kolhapur,1560,17,3,1,Unfurnished,0,Yes,No
10915451,Solapur,2233,2,3,2,Semi-Furnished,2,No,Yes
10501893,Thane,498,7,2,2,Unfurnished,2,No,No
10611882,Nagpur,1824,28,1,1,Fully Furnished,1,No,Yes
8360780,Solapur,1735,5,4,1,Semi-Furnished,0,No,No
6476683,Solapur,1591,7,1,1,Unfurnished,1,No,No
11291084,Nashik,1783,18,3,1,Semi-Furnished,1,Yes,No
36862565,Mumbai,1373,12,2,2,Unfurnished,2,No,Yes
3388264,Solapur,970,30,1,1,Unfurnished,2,No,Yes
11410157,Pune,939,19,2,2,Fully Furnished,0,Yes,No
7186534,Nagpur,1447,28,1,2,Unfurnished,1,Yes,No
4897614,Aurangabad,926,22,1,1,Unfurnished,1,No,Yes
9321881,Nagpur,1772,33,3,1,Semi-Furnished,1,Yes,No
8599907,Nashik,1162,12,4,1,Semi-Furnished,1,No,Yes
12794336,Nashik,1898,1,4,1,Unfurnished,1,Yes,Yes
9368656,Solapur,2383,11,1,1,Unfurnished,2,No,No
15994500,Thane,792,9,2,1,Fully Furnished,2,No,No
29209491,Thane,1715,33,3,1,Fully Furnished,2,Yes,Yes
10541877,Nashik,1760,32,3,2,Unfurnished,0,No,No
7564418,Pune,496,5,1,1,Fully Furnished,0,Yes,Yes
10768519,Kolhapur,2193,4,1,1,Semi-Furnished,1,Yes,Yes
27452685,Pune,2139,3,1,2,Fully Furnished,2,Yes,Yes
24646329,Pune,1921,12,1,2,Semi-Furnished,1,No,Yes
49427408,Mumbai,1829,14,4,1,Unfurnished,0,Yes,No
9879915,Kolhapur,2071,21,1,1,Semi-Furnished,1,Yes,No
43523056,Thane,2305,8,2,2,Fully Furnished,0,No,Yes
12301612,Nashik,1721,5,1,3,Semi-Furnished,1,Yes,Yes
11390468,Nashik,1757,25,3,2,Fully Furnished,0,Yes,Yes
35463387,Pune,2491,27,4,3,Fully Furnished,2,Yes,Yes
12995437,Mumbai,417,10,3,2,Unfurnished,0,Yes,Yes
35191815,Pune,2871,34,4,3,Fully Furnished,0,Yes,No
13411360,Kolhapur,2596,17,3,1,Fully Furnished,1,Yes,No
4677991,Kolhapur,1051,33,4,1,Unfurnished,1,No,Yes
9470171,Nashik,1540,5,1,2,Unfurnished,1,No,Yes
8468248,Kolhapur,1490,18,2,3,Fully Furnished,1,No,Yes
5388409,Solapur,1083,18,2,3,Semi-Furnished,1,No,No
31755235,Pune,2639,6,3,1,Unfurnished,1,No,No
5066804,Nagpur,644,3,3,1,Fully Furnished,0,Yes,No
9871035,Solapur,2069,14,2,1,Fully Furnished,2,No,No
9764933,Solapur,2442,28,4,2,Unfurnished,1,No,No
3345520,Solapur,653,17,3,2,Unfurnished,2,No,No
41004518,Thane,2342,30,2,1,Unfurnished,2,Yes,No
4268546,Nagpur,497,25,4,3,Fully Furnished,2,Yes,No
11219345,Pune,822,18,4,3,Unfurnished,2,No,No
12037439,Thane,731,24,2,1,Semi-Furnished,0,Yes,No
9331507,Solapur,2349,17,1,1,Unfurnished,2,No,No
30032690,Thane,1534,5,1,2,Unfurnished,1,Yes,Yes
9497534,Nashik,1471,18,3,1,Unfurnished,1,Yes,No
25684096,Mumbai,850,16,2,1,Fully Furnished,1,Yes,Yes
77510616,Mumbai,2730,31,3,1,Unfurnished,0,Yes,Yes
11857821,Solapur,2402,19,4,2,Semi-Furnished,0,No,Yes
12672689,Nagpur,2089,6,4,3,Fully Furnished,0,No,Yes
18351402,Thane,865,10,3,2,Fully Furnished,1,Yes,Yes
62401704,Mumbai,1986,11,3,3,Fully Furnished,2,Yes,Yes
27742874,Thane,1553,23,4,2,Unfurnished,0,No,No
11219556,Solapur,2273,1,2,2,Semi-Furnished,0,Yes,Yes
32112108,Pune,2737,10,1,1,Semi-Furnished,2,No,No
49221331,Thane,2765,30,4,2,Fully Furnished,2,Yes,Yes
